model,corpus,fixture,expected_rule,rule,candidate,cosine
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a passport page,0.0074
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a driver's license or national ID card,0.0154
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a credit card or payment card,0.0297
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of an employee or visitor badge,0.0189
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a healthcare insurance card,0.0034
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a patient wristband or hospital identifier,-0.0014
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a tax document or paystub with personal details,0.0126
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a paper form filled in with personal information,0.0366
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of source code in an editor,0.1332
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,terminal or shell window screenshot,0.1381
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a log file or stack trace,0.0883
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,git diff or pull-request review screenshot,0.0636
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a debugger paused at a breakpoint,0.1090
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,command-line build output or test runner output,0.1210
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of an API response or HTTP request body,0.0216
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a database client or SQL query result,0.0760
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a whiteboard with handwritten notes,0.0419
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a conference room or meeting space,0.0111
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of an office workspace or desk surface,0.0581
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a building lobby or interior hallway,0.0025
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of an office printer or shared equipment,0.0487
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a coffee cup or notebook on a desk,0.0098
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of indoor potted plants or office decor,-0.0047
google/siglip2-so400m-patch14-384,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a wide factory floor or warehouse aisle,-0.0220
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a passport page,-0.0619
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a driver's license or national ID card,-0.0555
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a credit card or payment card,-0.0179
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of an employee or visitor badge,-0.0182
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a healthcare insurance card,-0.0560
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a patient wristband or hospital identifier,-0.0650
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a tax document or paystub with personal details,-0.0572
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a paper form filled in with personal information,-0.0410
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of source code in an editor,0.0132
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,terminal or shell window screenshot,-0.0073
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a log file or stack trace,0.0057
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,git diff or pull-request review screenshot,-0.0137
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a debugger paused at a breakpoint,-0.0335
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,command-line build output or test runner output,-0.0170
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of an API response or HTTP request body,-0.0420
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a database client or SQL query result,-0.0367
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a whiteboard with handwritten notes,0.0351
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a conference room or meeting space,0.1420
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of an office workspace or desk surface,0.0921
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a building lobby or interior hallway,0.0640
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of an office printer or shared equipment,0.0184
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a coffee cup or notebook on a desk,0.0223
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of indoor potted plants or office decor,0.0291
google/siglip2-so400m-patch14-384,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a wide factory floor or warehouse aisle,-0.0176
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a passport page,0.3973
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a driver's license or national ID card,0.3970
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a credit card or payment card,0.4076
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of an employee or visitor badge,0.3997
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a healthcare insurance card,0.3905
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a patient wristband or hospital identifier,0.3482
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a tax document or paystub with personal details,0.4250
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,identifier_document_imagery,photograph of a paper form filled in with personal information,0.4149
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,screenshot of source code in an editor,0.2891
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,terminal or shell window screenshot,0.2598
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,screenshot of a log file or stack trace,0.3074
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,git diff or pull-request review screenshot,0.2138
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,screenshot of a debugger paused at a breakpoint,0.1841
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,command-line build output or test runner output,0.2243
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,screenshot of an API response or HTTP request body,0.3130
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,code_or_terminal_imagery,screenshot of a database client or SQL query result,0.2212
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of a whiteboard with handwritten notes,0.3742
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of a conference room or meeting space,0.2518
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of an office workspace or desk surface,0.2864
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of a building lobby or interior hallway,0.1810
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of an office printer or shared equipment,0.2881
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of a coffee cup or notebook on a desk,0.2953
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of indoor potted plants or office decor,0.0963
llm-semantic-router/multi-modal-embed-large,A_PR1896,passport_sample.jpg,identifier_document_imagery,ambient_office_imagery,photograph of a wide factory floor or warehouse aisle,0.2394
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a passport page,0.2914
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a driver's license or national ID card,0.3075
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a credit card or payment card,0.3448
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of an employee or visitor badge,0.3007
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a healthcare insurance card,0.2756
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a patient wristband or hospital identifier,0.3247
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a tax document or paystub with personal details,0.2480
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,identifier_document_imagery,photograph of a paper form filled in with personal information,0.3184
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of source code in an editor,0.4069
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,terminal or shell window screenshot,0.4029
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a log file or stack trace,0.3758
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,git diff or pull-request review screenshot,0.3060
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a debugger paused at a breakpoint,0.3824
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,command-line build output or test runner output,0.3386
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of an API response or HTTP request body,0.2771
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,code_or_terminal_imagery,screenshot of a database client or SQL query result,0.3238
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a whiteboard with handwritten notes,0.3971
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a conference room or meeting space,0.3146
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of an office workspace or desk surface,0.4114
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a building lobby or interior hallway,0.1857
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of an office printer or shared equipment,0.4911
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a coffee cup or notebook on a desk,0.4079
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of indoor potted plants or office decor,0.1485
llm-semantic-router/multi-modal-embed-large,A_PR1896,code_screenshot.jpg,code_or_terminal_imagery,ambient_office_imagery,photograph of a wide factory floor or warehouse aisle,0.2750
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a passport page,0.1941
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a driver's license or national ID card,0.1370
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a credit card or payment card,0.2543
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of an employee or visitor badge,0.2590
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a healthcare insurance card,0.2216
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a patient wristband or hospital identifier,0.1746
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a tax document or paystub with personal details,0.2017
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,identifier_document_imagery,photograph of a paper form filled in with personal information,0.2291
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of source code in an editor,0.1962
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,terminal or shell window screenshot,0.1735
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a log file or stack trace,0.1959
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,git diff or pull-request review screenshot,0.1476
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a debugger paused at a breakpoint,0.1266
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,command-line build output or test runner output,0.0743
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of an API response or HTTP request body,0.1443
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,code_or_terminal_imagery,screenshot of a database client or SQL query result,0.1823
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a whiteboard with handwritten notes,0.2814
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a conference room or meeting space,0.4625
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of an office workspace or desk surface,0.4350
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a building lobby or interior hallway,0.3442
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of an office printer or shared equipment,0.3616
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a coffee cup or notebook on a desk,0.3399
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of indoor potted plants or office decor,0.2762
llm-semantic-router/multi-modal-embed-large,A_PR1896,conference_room.jpg,ambient_office_imagery,ambient_office_imagery,photograph of a wide factory floor or warehouse aisle,0.3690
